"order_id","order_date","customer_id","region","sales_channel_id","product_id","units_sold","msrp","unit_price","discount_pct","net_unit_price","return_flag","return_date","delivery_date","attributed_campaign_id","order_id_clean","customer_id_clean","product_id_clean","sales_channel_id_clean","attributed_campaign_id_clean","order_dt","delivery_dt","return_dt","is_order_date_bad","is_delivery_date_bad","units_sold_num","is_units_sold_bad","unit_price_num","is_unit_price_bad","net_unit_price_num","is_net_unit_price_bad","discount_pct_num","is_discount_pct_bad","msrp_num","is_msrp_bad"
ORD-6464510,"2024-08-10",CUST-621546,LATAM,SC-002,PRD-42018,1,573.5,606.26,0,606.26,0,,"2024-08-11",,ORD-6464510,CUST-621546,PRD-42018,SC-002,,2024-08-10 00:00:00.000,2024-08-11 00:00:00.000,,0,0,1,0,606.26,0,606.26,0,0,0,573.5,0
ORD-4319780,"2025-09-19",CUST-610271,EU,SC-001,PRD-66155,1,264.69,302.0,0,302.0,0,,"2025-09-20",,ORD-4319780,CUST-610271,PRD-66155,SC-001,,2025-09-19 00:00:00.000,2025-09-20 00:00:00.000,,0,0,1,0,302.0,0,302.0,0,0,0,264.69,0
ORD-5614673,"2024-08-21",CUST-723945,APAC,SC-002,PRD-23104,1,709.58,737.22,5,700.36,0,,"2024-08-22",,ORD-5614673,CUST-723945,PRD-23104,SC-002,,2024-08-21 00:00:00.000,2024-08-22 00:00:00.000,,0,0,1,0,737.22,0,700.36,0,5,0,709.58,0
ORD-6658665,"2024-01-16",CUST-572407,,SC-002,PRD-25129,1,838.06,820.15,0,820.15,0,,"2024-01-26",,ORD-6658665,CUST-572407,PRD-25129,SC-002,,2024-01-16 00:00:00.000,2024-01-26 00:00:00.000,,0,0,1,0,820.15,0,820.15,0,0,0,838.06,0
ORD-7073576,"2024-06-05",CUST-800280,EU,SC-005,PRD-93130,1,570.44,585.97,0,585.97,1,"2024-06-26","2024-06-05",,ORD-7073576,CUST-800280,PRD-93130,SC-005,,2024-06-05 00:00:00.000,2024-06-05 00:00:00.000,2024-06-26 00:00:00.000,0,0,1,0,585.97,0,585.97,0,0,0,570.44,0
ORD-3768375,"2024-10-31",CUST-483542,APAC,SC-004,PRD-23104,2,709.58,677.25,0,677.25,1,"2024-11-16","2024-11-02",,ORD-3768375,CUST-483542,PRD-23104,SC-004,,2024-10-31 00:00:00.000,2024-11-02 00:00:00.000,2024-11-16 00:00:00.000,0,0,2,0,677.25,0,677.25,0,0,0,709.58,0
ORD-8183793,"2024-04-20",CUST-879779,EU,SC-002,PRD-62923,1,432.98,441.27,0,441.27,0,,"2024-04-22",CMP-776153,ORD-8183793,CUST-879779,PRD-62923,SC-002,CMP-776153,2024-04-20 00:00:00.000,2024-04-22 00:00:00.000,,0,0,1,0,441.27,0,441.27,0,0,0,432.98,0
ORD-3034113,"2024-04-09",CUST-499534,,SC-001,PRD-42018,1,573.5,566.59,0,566.59,0,,"2024-04-09",,ORD-3034113,CUST-499534,PRD-42018,SC-001,,2024-04-09 00:00:00.000,2024-04-09 00:00:00.000,,0,0,1,0,566.59,0,566.59,0,0,0,573.5,0
ORD-4703496,"2024-05-29",CUST-354646,EU,SC-004,PRD-95180,1,554.86,552.52,10,497.27,0,,"2024-05-31",,ORD-4703496,CUST-354646,PRD-95180,SC-004,,2024-05-29 00:00:00.000,2024-05-31 00:00:00.000,,0,0,1,0,552.52,0,497.27,0,10,0,554.86,0
ORD-5903213,"2025-09-11",CUST-410160,APAC,SC-001,PRD-10425,2,616.38,583.16,0,583.16,0,,"2025-09-11",CMP-828864,ORD-5903213,CUST-410160,PRD-10425,SC-001,CMP-828864,2025-09-11 00:00:00.000,2025-09-11 00:00:00.000,,0,0,2,0,583.16,0,583.16,0,0,0,616.38,0
ORD-1975385,"2024-01-26",CUST-536196,EU,SC-002,PRD-67912,2,888.9,904.92,5,859.67,0,,"2024-01-26",CMP-989433,ORD-1975385,CUST-536196,PRD-67912,SC-002,CMP-989433,2024-01-26 00:00:00.000,2024-01-26 00:00:00.000,,0,0,2,0,904.92,0,859.67,0,5,0,888.9,0
ORD-3696664,"2024-05-23",CUST-344762,APAC,SC-008,PRD-44237,2,433.81,455.26,0,455.26,0,,"2024-05-25",,ORD-3696664,CUST-344762,PRD-44237,SC-008,,2024-05-23 00:00:00.000,2024-05-25 00:00:00.000,,0,0,2,0,455.26,0,455.26,0,0,0,433.81,0
ORD-9190112,"2025-04-07",CUST-775981,APAC,SC-004,PRD-65461,1,662.84,597.14,0,597.14,0,,"2025-04-17",,ORD-9190112,CUST-775981,PRD-65461,SC-004,,2025-04-07 00:00:00.000,2025-04-17 00:00:00.000,,0,0,1,0,597.14,0,597.14,0,0,0,662.84,0
ORD-3039145,"2024-03-14",CUST-572700,LATAM,SC-002,PRD-66155,1,264.69,253.75,5,241.06,1,"2024-03-22","2024-03-15",,ORD-3039145,CUST-572700,PRD-66155,SC-002,,2024-03-14 00:00:00.000,2024-03-15 00:00:00.000,2024-03-22 00:00:00.000,0,0,1,0,253.75,0,241.06,0,5,0,264.69,0
ORD-2358114,"2025-10-16",CUST-517568,EU,SC-002,PRD-23104,1,709.58,716.73,0,716.73,0,,"2025-10-21",CMP-253607,ORD-2358114,CUST-517568,PRD-23104,SC-002,CMP-253607,2025-10-16 00:00:00.000,2025-10-21 00:00:00.000,,0,0,1,0,716.73,0,716.73,0,0,0,709.58,0
ORD-7798468,"2024-11-24",CUST-453894,LATAM,SC-003,PRD-63354,1,259.75,223.17,0,223.17,1,"2024-12-04",,,ORD-7798468,CUST-453894,PRD-63354,SC-003,,2024-11-24 00:00:00.000,,2024-12-04 00:00:00.000,0,0,1,0,223.17,0,223.17,0,0,0,259.75,0
ORD-4505039,"2024-04-08",CUST-130094,APAC,SC-006,PRD-61876,3,277.55,306.53,0,306.53,0,,"2024-04-13",,ORD-4505039,CUST-130094,PRD-61876,SC-006,,2024-04-08 00:00:00.000,2024-04-13 00:00:00.000,,0,0,3,0,306.53,0,306.53,0,0,0,277.55,0
ORD-2898050,"2025-08-19",CUST-655178,,SC-005,PRD-25129,1,838.06,802.3,5,762.18,0,,,CMP-485115,ORD-2898050,CUST-655178,PRD-25129,SC-005,CMP-485115,2025-08-19 00:00:00.000,,,0,0,1,0,802.3,0,762.18,0,5,0,838.06,0
ORD-3369403,"2025-09-23",CUST-466960,,SC-005,PRD-66155,1,264.69,249.79,5,237.3,0,,"2025-09-26",CMP-712859,ORD-3369403,CUST-466960,PRD-66155,SC-005,CMP-712859,2025-09-23 00:00:00.000,2025-09-26 00:00:00.000,,0,0,1,0,249.79,0,237.3,0,5,0,264.69,0
ORD-7344645,"2024-02-01",CUST-389688,EU,SC-003,PRD-30635,1,428.85,423.51,5,402.33,0,,"2024-02-01",,ORD-7344645,CUST-389688,PRD-30635,SC-003,,2024-02-01 00:00:00.000,2024-02-01 00:00:00.000,,0,0,1,0,423.51,0,402.33,0,5,0,428.85,0
ORD-2964232,"2024-06-29",CUST-843788,LATAM,SC-003,PRD-74799,1,378.59,381.71,15,324.45,0,,"2024-07-01",,ORD-2964232,CUST-843788,PRD-74799,SC-003,,2024-06-29 00:00:00.000,2024-07-01 00:00:00.000,,0,0,1,0,381.71,0,324.45,0,15,0,378.59,0
ORD-7632200,"2025-07-09",CUST-214351,EU,SC-007,PRD-81066,1,428.24,408.8,0,408.8,0,,"2025-07-18",CMP-904246,ORD-7632200,CUST-214351,PRD-81066,SC-007,CMP-904246,2025-07-09 00:00:00.000,2025-07-18 00:00:00.000,,0,0,1,0,408.8,0,408.8,0,0,0,428.24,0
ORD-4573110,"2024-08-02",CUST-734035,EU,SC-001,PRD-98555,1,315.25,333.79,0,333.79,0,,"2024-08-04",,ORD-4573110,CUST-734035,PRD-98555,SC-001,,2024-08-02 00:00:00.000,2024-08-04 00:00:00.000,,0,0,1,0,333.79,0,333.79,0,0,0,315.25,0
ORD-1410928,"2025-05-20",CUST-225362,EU,SC-004,PRD-66155,1,264.69,271.04,0,271.04,0,,,CMP-300261,ORD-1410928,CUST-225362,PRD-66155,SC-004,CMP-300261,2025-05-20 00:00:00.000,,,0,0,1,0,271.04,0,271.04,0,0,0,264.69,0
ORD-8067579,"2024-02-23",CUST-208699,LATAM,SC-003,PRD-30635,1,428.85,407.31,0,407.31,1,"2024-03-17","2024-02-25",,ORD-8067579,CUST-208699,PRD-30635,SC-003,,2024-02-23 00:00:00.000,2024-02-25 00:00:00.000,2024-03-17 00:00:00.000,0,0,1,0,407.31,0,407.31,0,0,0,428.85,0
ORD-4899122,"2025-09-18",CUST-494468,LATAM,SC-004,PRD-25129,1,838.06,811.79,10,730.61,1,"2025-09-26","2025-09-23",,ORD-4899122,CUST-494468,PRD-25129,SC-004,,2025-09-18 00:00:00.000,2025-09-23 00:00:00.000,2025-09-26 00:00:00.000,0,0,1,0,811.79,0,730.61,0,10,0,838.06,0
ORD-1237167,"2024-11-14",CUST-838083,,SC-002,PRD-24371,1,221.73,201.55,0,201.55,0,,"2024-11-19",CMP-111190,ORD-1237167,CUST-838083,PRD-24371,SC-002,CMP-111190,2024-11-14 00:00:00.000,2024-11-19 00:00:00.000,,0,0,1,0,201.55,0,201.55,0,0,0,221.73,0
ORD-4981510,"2025-12-21",CUST-406039,LATAM,SC-004,PRD-63354,1,259.75,240.22,10,216.2,0,,"2025-12-24",CMP-720935,ORD-4981510,CUST-406039,PRD-63354,SC-004,CMP-720935,2025-12-21 00:00:00.000,2025-12-24 00:00:00.000,,0,0,1,0,240.22,0,216.2,0,10,0,259.75,0
ORD-2834032,"2024-07-28",CUST-531641,EU,SC-001,PRD-42018,1,573.5,586.84,0,586.84,0,,"2024-07-29",CMP-522857,ORD-2834032,CUST-531641,PRD-42018,SC-001,CMP-522857,2024-07-28 00:00:00.000,2024-07-29 00:00:00.000,,0,0,1,0,586.84,0,586.84,0,0,0,573.5,0
ORD-5920109,"2024-11-27",CUST-680358,LATAM,SC-005,PRD-42018,1,573.5,545.05,0,545.05,0,,"2024-11-28",CMP-461714,ORD-5920109,CUST-680358,PRD-42018,SC-005,CMP-461714,2024-11-27 00:00:00.000,2024-11-28 00:00:00.000,,0,0,1,0,545.05,0,545.05,0,0,0,573.5,0
ORD-7637283,"2024-04-01",CUST-386544,APAC,SC-001,PRD-59672,3,234.37,259.74,0,259.74,0,,"2024-04-06",,ORD-7637283,CUST-386544,PRD-59672,SC-001,,2024-04-01 00:00:00.000,2024-04-06 00:00:00.000,,0,0,3,0,259.74,0,259.74,0,0,0,234.37,0
ORD-5490659,"2025-08-14",CUST-550961,EU,SC-003,PRD-59672,1,234.37,235.37,15,200.06,0,,"2025-08-21",,ORD-5490659,CUST-550961,PRD-59672,SC-003,,2025-08-14 00:00:00.000,2025-08-21 00:00:00.000,,0,0,1,0,235.37,0,200.06,0,15,0,234.37,0
ORD-8335516,"2024-08-19",CUST-883826,LATAM,SC-007,PRD-76469,1,206.96,190.16,0,190.16,0,,"2024-08-22",,ORD-8335516,CUST-883826,PRD-76469,SC-007,,2024-08-19 00:00:00.000,2024-08-22 00:00:00.000,,0,0,1,0,190.16,0,190.16,0,0,0,206.96,0
ORD-6161030,"2024-11-05",CUST-483542,APAC,SC-007,PRD-39154,1,208.68,194.36,0,194.36,0,,"2024-11-15",,ORD-6161030,CUST-483542,PRD-39154,SC-007,,2024-11-05 00:00:00.000,2024-11-15 00:00:00.000,,0,0,1,0,194.36,0,194.36,0,0,0,208.68,0
ORD-5654141,"2025-11-30",CUST-494976,LATAM,SC-001,PRD-68082,1,630.31,670.13,0,670.13,0,,"2025-12-07",CMP-442978,ORD-5654141,CUST-494976,PRD-68082,SC-001,CMP-442978,2025-11-30 00:00:00.000,2025-12-07 00:00:00.000,,0,0,1,0,670.13,0,670.13,0,0,0,630.31,0
ORD-3445495,"2025-02-15",CUST-711680,APAC,SC-001,PRD-79329,2,274.63,273.37,0,273.37,0,,"2025-02-17",CMP-465093,ORD-3445495,CUST-711680,PRD-79329,SC-001,CMP-465093,2025-02-15 00:00:00.000,2025-02-17 00:00:00.000,,0,0,2,0,273.37,0,273.37,0,0,0,274.63,0
ORD-4792004,"2024-09-09",CUST-533914,APAC,SC-001,PRD-24371,1,221.73,234.93,5,223.18,0,,"2024-09-10",,ORD-4792004,CUST-533914,PRD-24371,SC-001,,2024-09-09 00:00:00.000,2024-09-10 00:00:00.000,,0,0,1,0,234.93,0,223.18,0,5,0,221.73,0
ORD-1060467,"2025-05-02",CUST-745830,APAC,SC-001,PRD-42018,2,573.5,560.89,0,560.89,0,,"2025-05-05",,ORD-1060467,CUST-745830,PRD-42018,SC-001,,2025-05-02 00:00:00.000,2025-05-05 00:00:00.000,,0,0,2,0,560.89,0,560.89,0,0,0,573.5,0
ORD-1361150,"2024-06-14",CUST-129751,,SC-003,PRD-81511,1,840.55,812.3,0,812.3,0,,"2024-06-14",,ORD-1361150,CUST-129751,PRD-81511,SC-003,,2024-06-14 00:00:00.000,2024-06-14 00:00:00.000,,0,0,1,0,812.3,0,812.3,0,0,0,840.55,0
ORD-5161952,"2025-12-12",CUST-396451,LATAM,SC-003,PRD-30635,2,428.85,457.65,0,457.65,0,,"2025-12-12",,ORD-5161952,CUST-396451,PRD-30635,SC-003,,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000,,0,0,2,0,457.65,0,457.65,0,0,0,428.85,0
ORD-8508000,"2024-02-16",CUST-928381,,SC-001,PRD-40784,1,808.21,766.58,0,766.58,0,,"2024-02-21",CMP-365329,ORD-8508000,CUST-928381,PRD-40784,SC-001,CMP-365329,2024-02-16 00:00:00.000,2024-02-21 00:00:00.000,,0,0,1,0,766.58,0,766.58,0,0,0,808.21,0
ORD-8502834,"2025-04-03",CUST-769989,LATAM,SC-004,PRD-68082,1,630.31,648.81,0,648.81,0,,"2025-04-03",,ORD-8502834,CUST-769989,PRD-68082,SC-004,,2025-04-03 00:00:00.000,2025-04-03 00:00:00.000,,0,0,1,0,648.81,0,648.81,0,0,0,630.31,0
ORD-3356889,"2024-06-12",CUST-953025,EU,SC-002,PRD-30635,1,428.85,423.4,0,423.4,0,,"2024-06-12",CMP-417255,ORD-3356889,CUST-953025,PRD-30635,SC-002,CMP-417255,2024-06-12 00:00:00.000,2024-06-12 00:00:00.000,,0,0,1,0,423.4,0,423.4,0,0,0,428.85,0
ORD-5678749,"2024-07-21",CUST-247720,APAC,SC-003,PRD-66155,1,264.69,278.65,0,278.65,0,,"2024-07-22",,ORD-5678749,CUST-247720,PRD-66155,SC-003,,2024-07-21 00:00:00.000,2024-07-22 00:00:00.000,,0,0,1,0,278.65,0,278.65,0,0,0,264.69,0
ORD-3528614,"2024-10-13",CUST-501451,EU,SC-005,PRD-42018,1,573.5,636.07,0,636.07,0,,"2024-10-18",CMP-597526,ORD-3528614,CUST-501451,PRD-42018,SC-005,CMP-597526,2024-10-13 00:00:00.000,2024-10-18 00:00:00.000,,0,0,1,0,636.07,0,636.07,0,0,0,573.5,0
ORD-2848474,"2024-09-07",CUST-916964,APAC,SC-001,PRD-82845,1,270.31,263.95,0,263.95,0,,"2024-09-08",CMP-264052,ORD-2848474,CUST-916964,PRD-82845,SC-001,CMP-264052,2024-09-07 00:00:00.000,2024-09-08 00:00:00.000,,0,0,1,0,263.95,0,263.95,0,0,0,270.31,0
ORD-6870093,"2025-02-19",CUST-203225,EU,SC-001,PRD-64040,1,245.43,237.37,5,225.5,0,,"2025-02-26",CMP-429500,ORD-6870093,CUST-203225,PRD-64040,SC-001,CMP-429500,2025-02-19 00:00:00.000,2025-02-26 00:00:00.000,,0,0,1,0,237.37,0,225.5,0,5,0,245.43,0
ORD-2966291,"2025-11-26",CUST-626690,EU,SC-002,PRD-21114,1,209.39,217.75,5,206.86,0,,"2025-11-27",,ORD-2966291,CUST-626690,PRD-21114,SC-002,,2025-11-26 00:00:00.000,2025-11-27 00:00:00.000,,0,0,1,0,217.75,0,206.86,0,5,0,209.39,0
ORD-9533761,"2024-12-02",CUST-236306,APAC,SC-005,PRD-61876,1,277.55,259.53,10,233.58,1,"2024-12-09","2024-12-06",,ORD-9533761,CUST-236306,PRD-61876,SC-005,,2024-12-02 00:00:00.000,2024-12-06 00:00:00.000,2024-12-09 00:00:00.000,0,0,1,0,259.53,0,233.58,0,10,0,277.55,0
ORD-8252609,"2025-09-16",CUST-132537,,SC-004,PRD-95180,1,554.86,608.67,0,608.67,0,,"2025-09-19",,ORD-8252609,CUST-132537,PRD-95180,SC-004,,2025-09-16 00:00:00.000,2025-09-19 00:00:00.000,,0,0,1,0,608.67,0,608.67,0,0,0,554.86,0
ORD-3404191,"2024-04-27",CUST-293319,,SC-001,PRD-68008,1,338.73,368.12,10,331.31,0,,"2024-04-28",CMP-703618,ORD-3404191,CUST-293319,PRD-68008,SC-001,CMP-703618,2024-04-27 00:00:00.000,2024-04-28 00:00:00.000,,0,0,1,0,368.12,0,331.31,0,10,0,338.73,0
ORD-6616870,"2025-02-07",CUST-605612,,SC-003,PRD-63354,1,259.75,244.18,5,231.97,0,,"2025-02-10",CMP-225228,ORD-6616870,CUST-605612,PRD-63354,SC-003,CMP-225228,2025-02-07 00:00:00.000,2025-02-10 00:00:00.000,,0,0,1,0,244.18,0,231.97,0,5,0,259.75,0
ORD-4924494,"2024-06-04",CUST-474314,APAC,SC-003,PRD-61876,2,277.55,251.19,0,251.19,0,,"2024-06-05",CMP-886364,ORD-4924494,CUST-474314,PRD-61876,SC-003,CMP-886364,2024-06-04 00:00:00.000,2024-06-05 00:00:00.000,,0,0,2,0,251.19,0,251.19,0,0,0,277.55,0
ORD-2252393,"2024-08-26",CUST-817941,LATAM,SC-001,PRD-25906,1,211.55,196.82,0,196.82,0,,"2024-08-27",CMP-447115,ORD-2252393,CUST-817941,PRD-25906,SC-001,CMP-447115,2024-08-26 00:00:00.000,2024-08-27 00:00:00.000,,0,0,1,0,196.82,0,196.82,0,0,0,211.55,0
ORD-1649408,"2024-06-03",CUST-755900,EU,SC-002,PRD-66155,1,264.69,246.5,5,234.17,0,,"2024-06-04",,ORD-1649408,CUST-755900,PRD-66155,SC-002,,2024-06-03 00:00:00.000,2024-06-04 00:00:00.000,,0,0,1,0,246.5,0,234.17,0,5,0,264.69,0
ORD-1271310,"2024-05-29",CUST-693830,EU,SC-003,PRD-68082,1,630.31,660.63,0,660.63,0,,"2024-05-29",,ORD-1271310,CUST-693830,PRD-68082,SC-003,,2024-05-29 00:00:00.000,2024-05-29 00:00:00.000,,0,0,1,0,660.63,0,660.63,0,0,0,630.31,0
ORD-3680733,"2025-01-29",CUST-734534,APAC,SC-003,PRD-97153,1,462.64,505.64,0,505.64,0,,"2025-01-30",,ORD-3680733,CUST-734534,PRD-97153,SC-003,,2025-01-29 00:00:00.000,2025-01-30 00:00:00.000,,0,0,1,0,505.64,0,505.64,0,0,0,462.64,0
ORD-8758742,"2024-08-24",CUST-726928,,SC-001,PRD-79329,1,274.63,287.65,0,287.65,0,,"2024-08-25",CMP-114815,ORD-8758742,CUST-726928,PRD-79329,SC-001,CMP-114815,2024-08-24 00:00:00.000,2024-08-25 00:00:00.000,,0,0,1,0,287.65,0,287.65,0,0,0,274.63,0
ORD-2822722,"2024-06-05",CUST-261859,EU,SC-005,PRD-84085,1,303.81,299.5,5,284.52,0,,"2024-06-06",,ORD-2822722,CUST-261859,PRD-84085,SC-005,,2024-06-05 00:00:00.000,2024-06-06 00:00:00.000,,0,0,1,0,299.5,0,284.52,0,5,0,303.81,0
ORD-5366935,"2024-10-09",CUST-670511,LATAM,SC-007,PRD-25129,1,838.06,855.28,10,769.75,0,,"2024-10-21",CMP-337009,ORD-5366935,CUST-670511,PRD-25129,SC-007,CMP-337009,2024-10-09 00:00:00.000,2024-10-21 00:00:00.000,,0,0,1,0,855.28,0,769.75,0,10,0,838.06,0
ORD-5738309,"2025-01-07",CUST-693830,EU,SC-001,PRD-24371,1,221.73,210.16,10,189.14,0,,"2025-01-09",CMP-444406,ORD-5738309,CUST-693830,PRD-24371,SC-001,CMP-444406,2025-01-07 00:00:00.000,2025-01-09 00:00:00.000,,0,0,1,0,210.16,0,189.14,0,10,0,221.73,0
ORD-7602965,"2025-04-23",CUST-896907,,SC-003,PRD-15229,2,209.46,223.25,0,223.25,1,"2025-05-17","2025-04-26",,ORD-7602965,CUST-896907,PRD-15229,SC-003,,2025-04-23 00:00:00.000,2025-04-26 00:00:00.000,2025-05-17 00:00:00.000,0,0,2,0,223.25,0,223.25,0,0,0,209.46,0
ORD-9677378,"2025-04-15",CUST-252640,,SC-001,PRD-89457,1,792.21,812.75,0,812.75,1,"2025-04-22","2025-04-15",,ORD-9677378,CUST-252640,PRD-89457,SC-001,,2025-04-15 00:00:00.000,2025-04-15 00:00:00.000,2025-04-22 00:00:00.000,0,0,1,0,812.75,0,812.75,0,0,0,792.21,0
ORD-2639271,"2024-05-26",CUST-738448,LATAM,SC-002,PRD-65724,2,774.48,810.41,0,810.41,0,,"2024-06-05",,ORD-2639271,CUST-738448,PRD-65724,SC-002,,2024-05-26 00:00:00.000,2024-06-05 00:00:00.000,,0,0,2,0,810.41,0,810.41,0,0,0,774.48,0
ORD-8488161,"2025-01-16",CUST-234568,APAC,SC-006,PRD-79329,1,274.63,262.64,0,262.64,0,,"2025-01-17",,ORD-8488161,CUST-234568,PRD-79329,SC-006,,2025-01-16 00:00:00.000,2025-01-17 00:00:00.000,,0,0,1,0,262.64,0,262.64,0,0,0,274.63,0
ORD-7339139,"2025-08-03",CUST-279516,APAC,SC-001,PRD-68082,1,630.31,623.93,0,623.93,0,,"2025-08-04",,ORD-7339139,CUST-279516,PRD-68082,SC-001,,2025-08-03 00:00:00.000,2025-08-04 00:00:00.000,,0,0,1,0,623.93,0,623.93,0,0,0,630.31,0
ORD-6462942,"2025-03-04",CUST-584125,LATAM,SC-003,PRD-59672,1,234.37,244.57,0,244.57,0,,"2025-03-06",,ORD-6462942,CUST-584125,PRD-59672,SC-003,,2025-03-04 00:00:00.000,2025-03-06 00:00:00.000,,0,0,1,0,244.57,0,244.57,0,0,0,234.37,0
ORD-4657017,"2024-09-06",CUST-734035,EU,SC-005,PRD-19171,1,248.26,269.76,0,269.76,0,,"2024-09-07",CMP-871957,ORD-4657017,CUST-734035,PRD-19171,SC-005,CMP-871957,2024-09-06 00:00:00.000,2024-09-07 00:00:00.000,,0,0,1,0,269.76,0,269.76,0,0,0,248.26,0
ORD-1323410,"2025-03-27",CUST-439498,APAC,SC-003,PRD-40007,1,752.92,725.45,5,689.18,0,,"2025-03-28",,ORD-1323410,CUST-439498,PRD-40007,SC-003,,2025-03-27 00:00:00.000,2025-03-28 00:00:00.000,,0,0,1,0,725.45,0,689.18,0,5,0,752.92,0
ORD-8465316,"2024-06-09",CUST-970357,APAC,SC-001,PRD-23104,1,709.58,742.81,0,742.81,0,,"2024-06-14",,ORD-8465316,CUST-970357,PRD-23104,SC-001,,2024-06-09 00:00:00.000,2024-06-14 00:00:00.000,,0,0,1,0,742.81,0,742.81,0,0,0,709.58,0
ORD-2809832,"2024-02-27",CUST-438977,APAC,SC-004,PRD-35112,1,829.84,794.39,0,794.39,0,,"2024-02-28",CMP-484047,ORD-2809832,CUST-438977,PRD-35112,SC-004,CMP-484047,2024-02-27 00:00:00.000,2024-02-28 00:00:00.000,,0,0,1,0,794.39,0,794.39,0,0,0,829.84,0
ORD-8122774,"2024-08-27",CUST-769567,APAC,SC-006,PRD-79329,1,274.63,309.52,0,309.52,0,,"2024-08-30",,ORD-8122774,CUST-769567,PRD-79329,SC-006,,2024-08-27 00:00:00.000,2024-08-30 00:00:00.000,,0,0,1,0,309.52,0,309.52,0,0,0,274.63,0
ORD-8289091,"2024-04-20",CUST-343467,LATAM,SC-005,PRD-65518,1,106.62,103.97,0,103.97,0,,"2024-04-21",CMP-776153,ORD-8289091,CUST-343467,PRD-65518,SC-005,CMP-776153,2024-04-20 00:00:00.000,2024-04-21 00:00:00.000,,0,0,1,0,103.97,0,103.97,0,0,0,106.62,0
